,location,bedrooms,bathrooms,price,cluster
0,0.24671052631578946,0.6000000000000001,0.6000000000000001,0.5318352059925093,3
1,0.35855263157894735,0.4000000000000001,0.4000000000000001,0.32584269662921345,3
2,0.2730263157894737,0.4000000000000001,0.4000000000000001,0.23220973782771537,3
3,0.35855263157894735,0.4000000000000001,0.4000000000000001,0.45692883895131087,3
4,0.28618421052631576,0.4000000000000001,0.2,0.1385767790262172,1
5,0.8782894736842105,0.2,0.2,0.5131086142322098,0
6,0.6167763157894737,0.2,0.2,0.32584269662921345,0
7,0.888157894736842,0.4000000000000001,0.4000000000000001,0.32584269662921345,2
8,0.84375,0.6000000000000001,0.2,0.2696629213483146,2
9,0.35855263157894735,0.2,0.2,0.1947565543071161,1
10,0.7055921052631579,0.2,0.2,0.30711610486891383,0
11,0.8470394736842105,0.4000000000000001,0.4000000000000001,0.23220973782771537,2
12,0.35197368421052627,0.4000000000000001,0.2,0.1947565543071161,1
13,0.7680921052631579,0.0,0.0,0.2696629213483146,0
14,0.7532894736842105,0.4000000000000001,0.4000000000000001,0.7752808988764045,2
15,0.6792763157894737,0.4000000000000001,0.4000000000000001,0.40074906367041196,2
16,0.8782894736842105,0.0,0.0,0.1385767790262172,0
17,0.7467105263157894,0.2,0.2,0.2696629213483146,0
18,0.8157894736842105,0.0,0.0,0.0,0
19,0.4572368421052631,0.2,0.0,0.0,1
20,0.7746710526315789,0.0,0.0,0.0,0
21,0.9210526315789473,0.0,0.0,0.0,0
22,0.7845394736842105,0.2,0.0,0.0037453183520599273,0
23,0.7746710526315789,0.2,0.0,0.007490636704119848,0
24,0.8700657894736842,0.0,0.0,0.007490636704119848,0
25,0.3421052631578947,0.0,0.0,0.007490636704119848,1
26,0.9144736842105262,0.2,0.0,0.007490636704119848,0
27,0.45559210526315785,0.2,0.2,0.011235955056179775,1
28,0.3289473684210526,0.0,0.0,0.011235955056179775,1
29,0.09210526315789473,0.2,0.0,0.011235955056179775,1
30,0.6085526315789473,0.0,0.0,0.011235955056179775,0
31,0.3075657894736842,0.0,0.0,0.011235955056179775,1
32,0.3667763157894737,0.4000000000000001,0.4000000000000001,0.31835205992509363,3
33,0.24671052631578946,0.4000000000000001,0.4000000000000001,0.7003745318352059,3
34,0.8009868421052632,0.0,0.0,0.011235955056179775,0
35,0.7746710526315789,0.0,0.0,0.011235955056179775,0
36,0.10855263157894736,0.0,0.0,0.014981273408239702,1
37,0.8240131578947368,0.0,0.0,0.014981273408239702,0
38,0.7861842105263157,0.2,0.2,0.014981273408239702,0
39,0.7746710526315789,0.2,0.2,0.014981273408239702,0
40,0.6611842105263157,0.2,0.2,0.014981273408239702,0
41,0.28618421052631576,0.0,0.0,0.016853932584269656,1
42,0.7796052631578947,0.2,0.2,0.018726591760299623,0
43,0.8355263157894737,0.0,0.0,0.018726591760299623,0
44,0.25493421052631576,0.0,0.0,0.026217228464419477,1
45,0.5773026315789473,0.0,0.0,0.026217228464419477,1
46,0.32730263157894735,0.2,0.2,0.026217228464419477,1
47,0.35855263157894735,0.2,0.2,0.2134831460674157,1
48,0.10526315789473684,0.2,0.2,0.23220973782771537,1
49,0.4375,0.0,0.0,0.026217228464419477,1
50,0.11348684210526315,0.2,0.2,0.026217228464419477,1
51,0.7746710526315789,0.0,0.0,0.026217228464419477,0
52,0.6957236842105263,0.2,0.2,0.026217228464419477,0
53,0.4375,0.0,0.0,0.026217228464419477,1
54,0.662828947368421,0.2,0.0,0.026217228464419477,0
55,0.381578947368421,0.2,0.2,0.026217228464419477,1
56,0.350328947368421,0.2,0.2,0.03370786516853932,1
57,0.26973684210526316,0.2,0.0,0.03370786516853932,1
58,0.6085526315789473,0.2,0.0,0.03370786516853932,0
59,0.7680921052631579,0.4000000000000001,0.4000000000000001,0.9999999999999999,2
60,0.4375,0.0,0.0,0.03745318352059925,1
61,0.381578947368421,0.2,0.2,0.03745318352059925,1
62,0.8684210526315789,0.2,0.2,0.04119850187265917,0
63,0.569078947368421,0.0,0.0,0.04119850187265917,1
64,0.2220394736842105,0.4000000000000001,0.2,0.04494382022471909,1
65,0.4375,0.2,0.2,0.04494382022471909,1
66,0.7746710526315789,0.0,0.0,0.04494382022471909,0
67,0.28618421052631576,0.2,0.2,0.04494382022471909,1
68,0.8536184210526315,0.2,0.2,0.04494382022471909,0
69,0.5674342105263157,0.2,0.0,0.04494382022471909,1
70,0.7746710526315789,0.0,0.0,0.04494382022471909,0
71,0.4621710526315789,0.4000000000000001,0.4000000000000001,0.32584269662921345,3
72,0.4375,0.0,0.0,0.04494382022471909,1
73,0.11513157894736842,0.2,0.0,0.04494382022471909,1
74,0.21875,0.0,0.0,0.04868913857677903,1
75,0.6101973684210525,0.0,0.0,0.05243445692883895,0
76,0.7746710526315789,0.2,0.2,0.05617977528089888,0
77,0.8338815789473684,0.2,0.2,0.05617977528089888,0
78,0.350328947368421,0.2,0.2,0.05617977528089888,1
79,0.4375,0.2,0.2,0.05617977528089888,1
80,0.4539473684210526,0.2,0.2,0.05617977528089888,1
81,0.8338815789473684,0.2,0.2,0.05617977528089888,0
82,0.5361842105263157,0.8,0.8,0.7003745318352059,3
83,0.4375,0.2,0.2,0.05617977528089888,1
84,0.3848684210526316,0.0,0.0,0.06367041198501872,1
85,0.8486842105263157,0.2,0.0,0.06367041198501872,0
86,0.6907894736842105,0.2,0.2,0.06367041198501872,0
87,0.319078947368421,0.0,0.0,0.06367041198501872,1
88,0.35197368421052627,0.0,0.0,0.06367041198501872,1
89,0.4375,0.2,0.2,0.06367041198501872,1
90,0.4375,0.2,0.2,0.06367041198501872,1
91,0.06907894736842105,0.0,0.0,0.06367041198501872,1
92,0.9588815789473684,0.2,0.2,0.06367041198501872,0
93,0.5641447368421052,0.0,0.0,0.06367041198501872,1
94,0.5953947368421052,0.2,0.2,0.06367041198501872,0
95,0.4375,0.0,0.0,0.06367041198501872,1
96,0.8338815789473684,0.4000000000000001,0.2,0.06367041198501872,0
97,0.8404605263157894,0.2,0.2,0.6067415730337079,0
98,0.7532894736842105,0.4000000000000001,0.4000000000000001,0.4943820224719101,2
99,0.5180921052631579,0.2,0.2,0.06367041198501872,1
