,title,location,bedrooms,bathrooms,price,rate
488,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
489,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
490,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
491,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
492,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
493,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
494,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
495,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
496,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
497,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
498,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
499,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
500,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
501,FlattorentinNyali,Nyali,3,2,45000,PerMonth
502,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
503,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
504,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
505,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
506,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
507,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
508,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
509,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
510,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
511,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
512,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
513,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
514,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
515,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
516,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
517,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
518,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
519,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
520,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
521,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
522,FlattorentinNyali,Nyali,3,2,45000,PerMonth
523,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
524,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
525,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
526,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
527,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
528,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
529,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
530,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
531,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
532,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
533,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
534,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
535,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
536,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
537,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
538,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
539,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
540,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
541,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
542,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
543,FlattorentinNyali,Nyali,3,2,45000,PerMonth
544,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
545,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
546,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
547,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
548,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
549,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
550,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
551,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
552,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
553,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
554,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
555,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
556,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
557,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
558,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
559,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
560,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
561,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
562,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
563,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
564,FlattorentinNyali,Nyali,3,2,45000,PerMonth
565,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
566,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
567,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
568,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
569,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
570,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
571,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
572,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
573,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
574,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
575,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
576,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
577,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
578,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
579,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
580,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
581,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
582,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
583,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
584,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
585,FlattorentinNyali,Nyali,3,2,45000,PerMonth
586,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
587,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
588,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
589,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
590,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
591,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
592,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
593,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
594,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
595,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
596,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
597,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
598,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
599,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
600,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
601,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
602,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
603,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
604,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
605,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
606,FlattorentinNyali,Nyali,3,2,45000,PerMonth
607,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
608,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
609,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
610,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
611,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
612,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
613,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
614,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
615,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
616,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
617,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
618,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
619,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
620,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
621,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
622,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
623,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
624,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
625,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
626,FlattorentinNyali,Nyali,3,2,45000,PerMonth
627,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
628,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
629,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
630,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
631,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
632,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
633,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
634,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
635,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
636,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
637,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
638,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
639,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
640,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
641,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
642,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
643,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
644,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
645,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
646,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
647,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
648,FlattorentinNyali,Nyali,3,2,45000,PerMonth
649,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
650,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
651,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
652,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
653,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
654,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
655,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
656,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
657,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
658,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
659,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
660,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
661,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
662,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
663,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
664,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
665,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
666,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
667,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
668,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
669,FlattorentinNyali,Nyali,3,2,45000,PerMonth
670,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
671,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
672,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
673,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
674,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
675,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
676,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
677,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
678,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
679,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
680,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
681,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
682,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
683,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
684,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
685,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
686,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
687,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
688,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
689,FlattorentinNyali,Nyali,3,2,45000,PerMonth
690,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
691,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
692,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
693,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
694,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
695,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
696,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
697,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
698,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
699,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
700,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
701,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
702,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
703,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
704,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
705,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
706,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
707,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
708,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
709,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
710,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
711,FlattorentinNyali,Nyali,3,2,45000,PerMonth
712,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
713,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
714,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
715,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
716,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
717,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
718,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
719,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
720,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
721,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
722,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
723,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
724,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
725,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
726,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
727,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
728,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
729,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
730,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
731,FlattorentinNyali,Nyali,3,2,45000,PerMonth
732,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
733,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
734,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
735,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
736,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
737,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
738,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
739,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
740,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
741,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
742,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
743,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
744,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
745,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
746,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
747,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
748,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
749,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
750,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
751,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
752,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
753,FlattorentinNyali,Nyali,3,2,45000,PerMonth
754,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
755,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
756,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
757,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
758,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
759,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
760,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
761,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
762,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
763,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
764,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
765,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
766,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
767,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
768,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
769,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
770,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
771,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
772,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
773,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
774,FlattorentinNyali,Nyali,3,2,45000,PerMonth
775,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
776,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
777,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
778,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
779,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
780,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
781,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
782,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
783,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
784,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
785,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
786,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
787,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
788,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
789,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
790,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
791,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
792,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
793,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
794,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
795,FlattorentinNyali,Nyali,3,2,45000,PerMonth
796,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
797,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
798,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
799,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
800,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
801,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
802,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
803,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
804,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
805,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
806,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
807,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
808,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
809,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
