,title,location,bedrooms,bathrooms,price,rate
1128,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1129,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1130,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1131,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1132,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1133,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1134,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1135,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1136,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1137,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1138,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1139,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1140,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1141,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1142,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1143,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1144,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1145,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1146,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1147,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1148,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1149,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1150,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1151,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1152,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1153,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1154,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1155,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1156,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1157,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1158,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1159,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1160,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1161,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1162,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1163,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1164,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1165,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1166,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1167,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1168,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1169,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1170,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1171,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1172,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1173,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1174,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1175,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1176,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1177,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1178,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1179,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1180,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1181,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1182,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1183,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1184,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1185,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1186,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1187,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1188,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1189,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1190,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1191,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1192,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1193,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1194,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1195,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1196,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1197,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1198,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1199,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1200,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1201,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1202,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1203,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1204,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1205,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1206,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1207,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1208,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1209,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1210,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1211,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1212,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1213,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1214,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1215,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1216,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1217,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1218,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1219,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1220,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1221,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1222,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1223,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1224,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1225,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1226,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1227,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1228,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1229,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1230,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1231,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1232,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1233,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1234,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1235,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1236,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1237,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1238,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1239,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1240,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1241,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1242,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1243,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1244,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1245,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1246,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1247,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1248,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1249,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1250,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1251,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1252,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1253,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1254,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1255,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1256,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1257,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1258,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1259,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1260,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1261,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1262,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1263,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1264,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1265,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1266,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1267,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1268,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1269,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1270,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1271,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1272,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1273,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1274,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1275,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1276,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1277,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1278,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1279,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1280,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1281,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1282,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1283,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1284,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1285,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1286,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1287,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1288,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1289,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1290,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1291,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1292,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1293,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1294,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1295,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1296,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1297,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1298,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1299,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1300,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1301,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1302,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1303,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1304,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1305,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1306,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1307,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1308,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1309,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1310,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1311,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1312,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1313,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1314,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1315,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1316,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1317,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1318,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1319,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1320,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1321,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1322,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1323,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1324,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1325,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1326,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1327,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1328,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1329,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1330,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1331,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1332,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1333,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1334,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1335,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1336,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1337,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1338,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1339,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1340,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1341,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1342,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1343,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1344,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1345,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1346,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1347,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1348,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1349,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1350,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1351,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1352,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1353,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1354,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1355,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1356,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1357,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1358,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1359,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1360,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1361,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1362,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1363,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1364,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1365,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1366,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1367,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1368,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1369,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1370,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1371,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1372,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1373,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1374,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1375,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1376,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1377,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1378,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1379,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1380,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1381,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1382,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1383,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1384,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1385,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1386,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1387,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1388,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1389,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1390,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1391,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1392,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1393,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1394,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1395,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1396,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1397,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1398,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1399,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1400,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1401,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1402,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1403,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1404,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1405,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1406,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1407,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1408,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1409,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1410,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1411,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1412,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1413,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1414,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1415,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1416,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1417,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1418,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1419,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1420,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1421,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1422,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1423,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1424,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1425,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1426,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1427,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1428,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1429,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1430,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1431,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1432,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1433,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1434,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1435,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1436,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1437,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1438,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1439,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1440,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1441,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
