,location,bedrooms,bathrooms,price
494,"Near Kenya High, Kileleshwa, Dagoretti North",2,2,70000
495,"Denis pritt,Kilimani, Kilimani, Dagoretti North",2,2,70000
496,"Lavington, Dagoretti North",1,1,70000
497,"Kandara Road, Kileleshwa, Dagoretti North",3,3,70000
498,"Near Valley Arcade Shopping Centre, Valley Arcade, Dagoretti North",3,2,70000
499,"Kiambu Road, Kiambu Road",4,4,70000
500,"Kiambu Road, Kiambu Road",4,4,70000
501,"Westlands Area, Westlands",2,2,70000
502,"Madaraka, Langata",4,3,70000
503,"Kilimani, Dagoretti North",3,1,70000
504,"Kilimani, Dagoretti North",2,1,70000
505,"Mocah Courtyard, Kiambu Road, Kiambu Road",3,3,72000
506,"Kileleshwa, Dagoretti North",2,2,72500
507,"Shanzu, Shanzu, Kisauni",3,3,73000
508,"Rhapta Road, Westlands Area, Westlands",2,2,75000
509,"21 04 20, 21 RA, Westlands Area, Westlands",2,2,75000
510,"Kilimani, Dagoretti North",3,2,75000
511,"Dennis Pritt, Dagoretti North",3,2,75000
512,"Kilimani, Dagoretti North",3,3,75000
513,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",2,2,75000
514,"lavington, Lavington, Lavington, Dagoretti North",2,2,75000
515,"kilimani, kilimani, Kilimani, Dagoretti North",3,2,75000
516,"9 Riverside Drive, Riverside, Westlands",2,2,75000
517,"Lavington, Dagoretti North",3,3,75000
518,"Kilimani, Dagoretti North",3,3,75000
519,"Lavington, Dagoretti North",2,2,75000
520,"Loresho, Westlands Area, Westlands",3,3,75000
521,"Kilimani, Dagoretti North",2,2,75000
522,"Westlands Area, Westlands",3,3,75000
523,"Westlands Area, Westlands",2,2,75000
524,"1, Argwings Kodhek, Kilimani, Dagoretti North",1,1,75000
525,"Lavington, Dagoretti North",2,2,75000
526,"kingara road, Lavington, Dagoretti North",4,3,75000
527,"Ring Road Kilimani, Kilimani, Dagoretti North",2,2,75000
528,"Riara Road, Dagoretti North",3,2,75000
529,"Riara Road, Dagoretti North",3,2,75000
530,"Gitanga Road, Lavington, Dagoretti North",3,2,75000
531,"Fourways Junction Estate, Kiambu Road, Kiambu Road",4,3,75000
532,"Near Junctiona Mall, Kilimani, Dagoretti North",2,2,75000
533,"Waiyaki Way, Westlands",3,3,75000
534,"Miotoni West Road, Karen, Langata",1,1,75000
535,"Rhapta Road, Westlands",3,3,75000
536,"Kilimani, Dagoretti North",3,2,75000
537,"Ngong Rd, Kilimani, Dagoretti North",3,3,75000
538,"Lavington, Dagoretti North",3,2,75000
539,"Lavington, Dagoretti North",3,3,75000
540,"Lavington, Dagoretti North",3,3,75000
541,"Kilimani, Dagoretti North",2,2,75000
542,"Westlands Area, Westlands",2,2,75000
543,"Waiyaki Way- Waruku, Waruku, Waiyaki Way, Westlands",3,3,75000
544,"Parklane Place, Kandara Road, Kileleshwa, Dagoretti North",3,2,75000
545,"riverside, Riverside, Riverside, Westlands",3,2,75000
546,"lavington, Lavington, Lavington, Dagoretti North",3,2,75000
547,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,75000
548,"riverside, riverside, Riverside, Westlands",3,2,75000
549,"lavington, lavington, Lavington, Dagoretti North",3,3,75000
550,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,75000
551,"kilimani, kilimani, Kilimani, Dagoretti North",3,2,75000
552,"Argwings Kodhek Road, Kilimani, Dagoretti North",3,2,75000
553,"Ojijo, Parklands, Westlands",2,1,75000
554,"9 Riverside Drive, Riverside, Westlands",2,2,75000
555,"Riara Downs Apartments, Riara Road, Dagoretti North",4,3,75000
556,"Denis Pritt, Kilimani, Dagoretti North",3,3,75000
557,"Hatheru Road, Lavington, Dagoretti North",3,2,75000
558,"Kilimani, Dagoretti North",3,2,75000
559,"Kitengela, Kajiado North",2,2,75000
560,"Yaya Center, Kilimani, Dagoretti North",2,2,75000
561,"Riara Rd, Lavington, Dagoretti North",2,2,75000
562,"Mvuli Road, Westlands Area, Westlands",2,1,75000
563,"Mandera road, Kileleshwa, Dagoretti North",2,2,75000
564,"Lavington, Dagoretti North",2,2,75000
565,"Mogotio Road, Westlands Area, Westlands",2,2,75000
566,"Kilimani, Dagoretti North",2,2,75000
567,"lavington, Lavington, Lavington, Dagoretti North",3,3,75000
568,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,75000
569,"lavington, Lavington, Lavington, Dagoretti North",3,3,75000
570,"kilimani, kilimani, Kilimani, Dagoretti North",4,4,75000
571,"Riverside, Westlands",2,2,75000
572,"Kileleshwa, Dagoretti North",3,3,75000
573,"1, Killimani, Kilimani, Dagoretti North",2,2,75000
574,"Kilimani, Dagoretti North",2,1,75000
575,"Kilimani, Dagoretti North",3,3,75000
576,"Kilimani, Dagoretti North",2,1,75000
577,"Kileleshwa, Dagoretti North",2,2,75000
578,"Riara Road, Dagoretti North",3,2,75000
579,"Argwing kodhek road, Lavington, Lavington, Dagoretti North",3,2,75000
580,"Riara Road, Kilimani, Dagoretti North",3,3,75000
581,"Kilimani, Dagoretti North",2,2,75000
582,"Fourways Junction Estate, Kiambu Road, Kiambu Road",4,3,75000
583,"Kabaseriani, Lavington, Dagoretti North",3,3,75000
584,"Chelezo House Kindaruma Rd, Kilimani, Dagoretti North",2,2,75000
585,"Off Gitanga Road, Valley Arcade, Dagoretti North",3,2,75000
586,"Naivasha, Naivasha Road, Dagoretti North",3,2,75000
587,"Lavington, Dagoretti North",2,2,75000
588,"Kilimani, Dagoretti North",3,1,75000
589,"Westlands Area, Westlands",3,3,75000
590,"Kileleshwa, Dagoretti North",3,1,75000
591,"Riverside, Westlands",1,1,75000
592,"Lavington, Dagoretti North",2,2,75000
593,"Rhapta Road, Westlands",4,2,75000
594,"Kingara Road, Lavington, Dagoretti North",3,3,75000
595,"Gitanga Road, Lavington, Dagoretti North",3,2,75000
596,"Lavington, Dagoretti North",3,2,75000
597,"Parklands, Westlands",2,2,75000
598,"Off Rhapta Road, Rhapta Road, Westlands",3,2,75000
599,"Lavington, Dagoretti North",2,2,75000
600,"Lavington, Dagoretti North",3,3,76000
601,"21 05 05, 41 RA, Westlands Area, Westlands",3,3,77000
602,"Ole Dume, Ole Dume, Kilimani, Dagoretti North",3,3,77000
603,"Lenana rd,Kilimani, Kilimani, Dagoretti North",2,2,78000
604,"Kilimani, Dagoretti North",2,2,78000
605,"Kilimani, Dagoretti North",3,2,78000
606,"Kileleshwa, Dagoretti North",3,2,79000
607,"Riara Road, Dagoretti North",3,3,80000
608,"Mbaazi, Mbaazi, Lavington, Dagoretti North",2,2,80000
609,"Lenana, Kilimani, Dagoretti North",2,2,80000
610,"Rhapta Road, Westlands",3,2,80000
611,"Rhapta Road, Westlands",3,3,80000
612,"Riara Road, Lavington, Dagoretti North",3,3,80000
613,"Parklane Place, Kandara Rod, Kileleshwa, Dagoretti North",4,3,80000
614,"Kilimani, Dagoretti North",3,2,80000
615,"lavington, lavington, Lavington, Dagoretti North",3,2,80000
616,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,80000
617,"kilimani, Kilimani, Kilimani, Dagoretti North",4,4,80000
618,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,80000
619,"lavigton, lavington, Lavington, Dagoretti North",3,2,80000
620,"Rhapta Road, Westlands",3,3,80000
621,"Rhapta road, Rhapta Road, Westlands",3,3,80000
622,"Muringa Road, Kilimani, Dagoretti North",1,1,80000
623,"Oloitoktok road, Kikambala Road, Kileleshwa, Dagoretti North",1,1,80000
624,"Loresho Apartment, Westlands Area, Westlands",3,3,80000
625,"Westlands Area, Westlands",3,3,80000
626,"Westlands Area, Westlands",3,2,80000
627,"Riverside Drive, Riverside, Westlands",3,1,80000
628,"Off Rapta Rd, Westlands Area, Westlands",2,1,80000
629,"Nyari, Westlands",1,1,80000
630,"Old Muthaiga, Muthaiga",2,2,80000
631,"Kilimani, Dagoretti North",2,2,80000
632,"Kileleshwa, Dagoretti North",1,1,80000
633,"Kilimani, Dagoretti North",3,2,80000
634,"Kandara road, Kileleshwa, Dagoretti North",3,3,80000
635,"shanzu, shanzu, Mombasa CBD, Mombasa CBD",3,3,80000
636,"Kileleshwa, Dagoretti North",3,3,80000
637,"Kileleshwa, Dagoretti North",3,3,80000
638,"Rhapta Road, Westlands",2,2,80000
639,"Kileleshwa, Dagoretti North",2,2,80000
640,"Riara, Lavington, Dagoretti North",2,2,80000
641,"kilimani, Kilimani, Kilimani, Dagoretti North",2,2,80000
642,"Upper Hill, Langata",3,3,80000
643,"Karen, Karen, Langata",3,2,80000
644,"1, Ngong Road, Lavington, Dagoretti North",2,2,80000
645,"1, Elgeyo Road , Kilimani, Dagoretti North",3,3,80000
646,"kileleshwa, Kileleshwa, Dagoretti North",3,3,80000
647,"Mandera Road, Kileleshwa, Dagoretti North",2,2,80000
648,"hatheru road, Lavington, Dagoretti North",3,2,80000
649,"Riverside, Westlands",2,2,80000
650,"Morningside Apartment Next To Usiu, Ruaraka, Ruaraka",4,1,80000
651,"Muringa road, Kilimani, Dagoretti North",1,1,80000
652,"Kilimani, Dagoretti North",1,1,80000
653,"Westlands Area, Westlands",2,2,80000
654,"Sunny Side Apartment, Loresho, Westlands",3,3,80000
655,"Ruaka, Ruaka, Kiambaa",3,3,80000
656,"Riverside, Westlands",3,3,80000
657,"Kileleshwa, Dagoretti North",2,1,80000
658,"Lavington, Dagoretti North",2,2,80000
659,"Dennis Pritt road, Dennis Pritt Road, Kilimani, Dagoretti North",2,2,80000
660,"Kingara Road, Lavington, Dagoretti North",3,3,80000
661,"Westlands Area, Westlands",3,2,80000
662,"Ruaka, Kiambaa",4,3,80000
663,"Lavington, Dagoretti North",3,2,80000
664,"Kirichwa Road, Kilimani, Dagoretti North",3,2,80000
665,"1, Kilimani, Kilimani, Dagoretti North",2,2,80000
666,"Lenana road, Kilimani, Dagoretti North",2,2,80000
667,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",2,2,80000
668,"lavington, Lavington, Lavington, Dagoretti North",3,2,80000
669,"lavington, Lavington, Lavington, Dagoretti North",3,2,80000
670,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,80000
671,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,80000
672,"KILIMANI, WOOD AVENUE, Kilimani, Dagoretti North",2,2,80000
673,"rhapta road, Rhapta Road, Westlands",3,3,80000
674,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,80000
675,"Kilimani, Dagoretti North",3,2,80000
676,"Lenana Road, Kilimani, Dagoretti North",3,2,80000
677,"Ngong Road, Ngong Road",2,1,80000
678,"Kilimani, Dagoretti North",3,2,80000
679,"Lavington, Dagoretti North",3,3,80000
680,"Lenana Road, Kilimani, Dagoretti North",2,2,80000
681,"Kilimani, Dagoretti North",4,3,80000
682,"Rhapta Road, Westlands",2,2,80000
683,"Lavington, Dagoretti North",2,2,80000
684,"Kilimani, Dagoretti North",2,2,80000
685,"Rhapta Road, Westlands",3,2,80000
686,"Kilimani, Dagoretti North",3,3,80000
687,"Muringa road, Muringa road, Kilimani, Dagoretti North",3,3,80000
688,"mandera rd, Kileleshwa, Dagoretti North",3,2,83000
689,"Rhapta Road, Rhapta Road, Westlands",2,2,85000
690,"Lavington, Dagoretti North",3,2,85000
691,"Kilimani, Dagoretti North",2,2,85000
692,"Kileleshwa, Dagoretti North",1,1,85000
693,"Kilimani, Dagoretti North",3,3,85000
694,"Kilimani, Dagoretti North",1,1,85000
695,"Muthangari drive, Muthangari Drive, Waiyaki Way, Westlands",2,2,85000
696,"Kilimani, Riara road, Riara Road, Dagoretti North",3,3,85000
697,"Kileleshwa, Kileleshwa, Dagoretti North",3,2,85000
698,"Westlands Area, Westlands",2,1,85000
699,"NA, Walk to Yaya, Kilimani, Dagoretti North",2,2,85000
700,"walk to junction mall, Riara road, Lavington, Dagoretti North",2,2,85000
701,"Laikipia road, Kileleshwa, Dagoretti North",2,2,85000
702,"Kilimani, Dagoretti North",3,2,85000
703,"lavington, Lavington, Lavington, Dagoretti North",2,2,85000
704,"lavington, Lavington, Lavington, Dagoretti North",3,2,85000
705,"Westlands Area, Westlands",4,4,85000
706,"Kilimani, Dagoretti North",3,3,85000
707,"Kilimani, Dagoretti North",3,3,85000
708,"Ngong Rd, Kilimani, Dagoretti North",2,2,85000
709,"Riverside, Westlands",2,2,85000
710,"Lenana Road, Kilimani, Dagoretti North",2,2,85000
711,"Lavington, Dagoretti North",3,2,85000
712,"Kilimani, Dagoretti North",3,3,85000
713,"Mtama Lane, Parklands, Westlands",3,1,85000
714,"Dennis Pritt Road, Kilimani, Dagoretti North",3,3,85000
715,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,85000
716,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,85000
717,"Brookside, Westlands",2,2,85000
718,"dennis pritt road, Kilimani, Dagoretti North",3,2,85000
719,"Brookside Close, Brookside, Westlands",3,2,85000
720,"Riverside Drive, Riverside, Westlands",2,2,85000
721,"Riara Rd, Riara Road, Dagoretti North",4,4,85000
722,"Westlands Area, Westlands",3,3,85000
723,"Kilimani, Dagoretti North",3,2,85000
724,"Turbo, Turbo Road, Kilimani, Dagoretti North",3,3,85000
725,"Denis Pritt, Kilimani, Dagoretti North",3,1,85000
726,"Tinderet Ave. Off Gatundu Rd, Kileleshwa, Dagoretti North",3,2,85000
727,"Kileleshwa, Dagoretti North",1,1,85000
728,"Brookside, Westlands",3,3,85000
729,"Oledume, Kilimani, Dagoretti North",3,3,85000
730,"21 05 07, 21 RA, Rhapta Road, Westlands",3,3,85000
731,"Muthaiga Area, Muthaiga",3,3,85000
732,"Kilimani, Dagoretti North",3,3,85000
733,"Hatheru Rd, Lavington, Dagoretti North",3,3,85000
734,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",2,2,85000
735,"mvuli road, Rhapta Road, Westlands",3,2,85000
736,"Crimson Court Along Riverside Drive, Riverside, Westlands",1,1,85000
737,"Kilimani, Dagoretti North",2,2,85000
738,"Lavington, Dagoretti North",2,2,85000
739,"Kilimani, Dagoretti North",2,2,85000
740,"Oloitoktok Road, Kileleshwa, Dagoretti North",2,2,85000
741,"Morningside Park Apartments, Thika Road, Thika Road",4,4,85000
742,"East Church Road, Westlands Area, Westlands",1,1,85000
743,"denis pritt rd, Kilimani, Dagoretti North",3,2,85000
744,"1, Kilimani, Dagoretti North",3,2,85000
745,"Masanduku Lane, Lavington, Dagoretti North",3,2,85000
746,"Near Yaya Center, Kilimani, Dagoretti North",2,2,85000
747,"off Church road, Rhapta Road, Westlands",2,2,85000
748,"Lenana Rd, Kilimani, Dagoretti North",3,3,85000
749,"Kilimani, Dagoretti North",3,3,85000
750,"Fourways Junction Estate, Kiambu Road, Kiambu Road",2,2,85000
751,"King'ara Road, Kilimani, Dagoretti North",2,2,85000
752,"nyeri road, Nyeri road, Kileleshwa, Dagoretti North",3,3,85000
753,"Rhapta Road, Westlands",3,3,85000
754,"Kileleshwa, Dagoretti North",3,2,86000
755,"Kileleshwa, Dagoretti North",3,3,86000
756,"Parklands, Westlands",3,3,87000
757,"Westlands Area, Westlands",2,2,87000
758,"Mbaazi Ave,Valley Arcade, Valley Arcade, Dagoretti North",3,3,88000
759,"Westlands Area, Westlands",3,1,89000
760,"School lane, School lane, Westlands Area, Westlands",2,1,89996
761,"Kolobot Drive, Kilimani, Dagoretti North",1,1,90000
762,"Suguta Road, Kileleshwa, Dagoretti North",1,1,90000
763,"Kirichwa Road, Kilimani, Dagoretti North",1,1,90000
764,"21 04 27, 40 RA, Westlands Area, Westlands",3,3,90000
765,"21 04 30, 13 RA, Brookside, Westlands",3,3,90000
766,"Kilimani, Dagoretti North",3,2,90000
767,"Kilimani, Dagoretti North",3,2,90000
768,"Kilimani, Dagoretti North",3,2,90000
769,"Muthangari Drive, Westlands Area, Westlands",2,2,90000
770,"54, Rhapta Road, Rhapta Road, Westlands",3,3,90000
771,"Kilimani, Dagoretti North",2,2,90000
772,"Lavington, Dagoretti North",3,2,90000
773,"Kyuna, Westlands",2,2,90000
774,"Lavington, Dagoretti North",3,2,90000
775,"Kilimani, Dagoretti North",3,2,90000
776,"Brookside, Westlands",2,2,90000
777,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,90000
778,"kilimani, Kilimani, Kilimani, Dagoretti North",2,2,90000
779,"kilimani, kilimani, Kilimani, Dagoretti North",2,2,90000
780,"Rhapta road, Rhapta Road, Westlands",3,3,90000
781,"Brookside groove, Brookside, Westlands",2,2,90000
782,"Near Kenya High, Kileleshwa, Dagoretti North",2,2,90000
783,"Kileleshwa, Dagoretti North",3,1,90000
784,"Parklands, Westlands",3,3,90000
785,"Waiyaki Way, Westlands",2,2,90000
786,"Kiambu Road, Kiambu Road",2,2,90000
787,"Lantana road, Westlands Area, Westlands",4,4,90000
788,"Thigiri, Westlands",1,1,90000
789,"Waiyaki Way, Westlands",2,2,90000
790,"Westlands Area, Westlands",3,3,90000
791,"Denis Pritt Rd, Kilimani, Dagoretti North",3,2,90000
792,"Mbaazi Ave, Lavington, Dagoretti North",3,2,90000
793,"Kilimani, Dagoretti North",2,2,90000
794,"Ole Dume Road, Lavington, Dagoretti North",3,2,90000
795,"Riverside, Westlands",3,2,90000
796,"Kilimani, Dagoretti North",3,3,90000
797,"Ruaka, Kiambaa",3,2,90000
798,"Riverside, Westlands",3,3,90000
799,"Riverside, Westlands",3,3,90000
800,"Lavington, Dagoretti North",3,3,90000
801,"Westlands Pride, Waiyaki Way, Waiyaki Way, Westlands",3,2,90000
802,"Riara Lane, Kilimani, Dagoretti North",2,2,90000
803,"21 04 26, 37 RA, Rhapta Road, Westlands",3,3,90000
804,"Kileleshwa, Dagoretti North",1,1,90000
805,"Lavington, Dagoretti North",2,2,90000
806,"Milimani, Milimani",3,3,90000
807,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,90000
808,"lavington, lavington, Lavington, Dagoretti North",3,2,90000
809,"9, Riverside Garden Close, Riverside, Westlands",2,2,90000
810,"Garden Drive, Runda, Westlands",1,1,90000
811,"Kabarnet Road Kilimani, Kilimani, Dagoretti North",3,3,90000
812,"Kilimani, Dagoretti North",3,3,90000
813,"Lavington, Dagoretti North",3,2,90000
814,"Lavington, Kingara Road, Lavington, Dagoretti North",2,2,90000
815,"Elgeyo Marakwet Road, Kilimani, Dagoretti North",3,3,90000
816,"BROOKSIDE DRIVE, Westlands Area, Westlands",3,3,90000
817,"Kilimani, Dagoretti North",3,2,90000
818,"Upper Hill, Langata",3,3,90000
819,"Kileleshwa, Dagoretti North",3,3,90000
820,"Kilimani, Dagoretti North",3,3,90000
821,"Ngong Road, Ngong Road",3,3,90000
822,"Kilimani, Dagoretti North",3,2,90000
823,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,90000
824,"kilimani, kilimani, Kilimani, Dagoretti North",3,2,90000
825,"Rhapta Road, Westlands",2,2,90000
826,"Ngong Road, Ngong Road",3,3,90000
827,"Riverside Drive, Riverside, Westlands",1,1,90000
828,"Crimson Court Along Riverside, Riverside, Westlands",1,1,90000
829,"Riverside, Westlands",1,1,90000
830,"Westlands Area, Westlands",3,2,90000
831,"Kilimani, Dagoretti North",2,2,90000
832,"Westlands Area, Westlands",3,3,90000
833,"Lavington, Dagoretti North",3,3,90000
834,"Gitanga road, Lavington, Dagoretti North",3,1,90000
835,"1, Muringa Rd., Kilimani, Dagoretti North",3,3,90000
836,"Kileleshwa, Kileleshwa, Dagoretti North",3,3,90000
837,"Kileleshwa, Dagoretti North",3,3,90000
838,"Argwings kodhek road, Kilimani, Dagoretti North",2,2,90000
839,"Mandera Road, Kileleshwa, Dagoretti North",2,2,90000
840,"Woodlands Rd, Kilimani, Dagoretti North",2,2,90000
841,"Kilimani, Dagoretti North",3,2,90000
842,"Kileleshwa, Dagoretti North",2,1,90000
843,"Dennis Pritt, Kilimani, Dagoretti North",3,3,90000
844,"Dennis pritt, State House, Dagoretti North",3,3,90000
845,"Dennis Pritt, Hurlingham, Dagoretti North",3,3,90000
846,"Dennis Pritt, Kilimani, Dagoretti North",3,3,90000
847,"City Park Drive, Off Limuru Road, Parklands, Westlands",3,2,90000
848,"Westlands Area, Westlands",1,1,90000
849,"Lavington, Dagoretti North",4,4,90000
850,"Kilimani, Dagoretti North",2,2,90000
851,"Lavington, Dagoretti North",1,1,90000
852,"Riverside Drive, Riverside, Westlands",1,1,90000
853,"State House, Dagoretti North",2,2,90000
854,"Brookside Drive Westlands, Nairobi, Brookside, Westlands",3,3,90000
855,"Riara Road, Dagoretti North",3,3,90000
856,"Rhapta Road, Westlands",3,3,90000
857,"Riara Rd, Lavington, Dagoretti North",3,3,90000
858,"Riara Rd, Lavington, Dagoretti North",4,4,90000
859,"Kileleshwa, Dagoretti North",3,3,90000
860,"Riara road, Riara Road, Dagoretti North",4,4,90000
861,"Kileleshwa, Dagoretti North",2,2,90000
862,"21 05 06, 38 RA, Westlands Area, Westlands",3,3,95000
863,"Westlands Area, Westlands",2,2,95000
864,"Kilimani, Dagoretti North",3,3,95000
865,"Riverside Drive, Riverside, Westlands",1,1,95000
866,"Chania Rd, Kilimani, Dagoretti North",2,2,95000
867,"Kilimani, Dagoretti North",4,4,95000
868,"Rhapta Road, Westlands",2,1,95000
869,"Kilimani, Dagoretti North",2,1,95000
870,"Lavington, Dagoretti North",3,3,95000
871,"Valley Arcade, Dagoretti North",3,2,95000
872,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,95000
873,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,95000
874,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,95000
875,"Raphta Rd, Rhapta Road, Westlands",2,2,95000
876,"Kileleshwa, Dagoretti North",2,2,95000
877,"Westlands Area, Westlands",2,2,95000
878,"Off Riara Road, Lavington, Dagoretti North",3,2,95000
879,"Mandera Road, Kileleshwa, Dagoretti North",2,2,95000
880,"Waiyaki Way, Westlands Area, Westlands",2,2,95000
881,"Riara Road, Dagoretti North",2,2,95000
882,"Rhapta Rd, Rhapta Road, Westlands",1,1,95000
883,"Riverside Drive, Riverside, Westlands",1,1,95000
884,"Mugoiri Road, Kileleshwa, Dagoretti North",3,3,95000
885,"Kilimani, Dagoretti North",3,2,95000
886,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,95000
887,"kilimani, kilimani, Kilimani, Dagoretti North",3,2,95000
888,"Lymack Suites, Kiambu Road, Kiambu Road",1,1,95000
889,"Suguta Road, Kileleshwa, Dagoretti North",3,3,95000
890,"Westlands Area, Westlands",1,1,95000
891,"Kileleshwa, Dagoretti North",3,3,95000
892,"Chiromo rd, Westlands Area, Westlands",3,2,95000
893,"Mbaazi Avenue, Lavington, Dagoretti North",2,2,95000
894,"Riara Road, Dagoretti North",2,2,95000
895,"Waiyaki Way, Westlands",3,2,95000
896,"Lavington, Dagoretti North",3,3,95000
897,"Suguta Road, Kileleshwa, Dagoretti North",3,3,95000
898,"Kileleshwa, Dagoretti North",3,3,95000
899,"21 05 03, 08 FA, Rhapta Road, Westlands",1,1,95000
900,"21 05 05, 17 RA, Westlands Area, Westlands",2,2,95000
901,"Waiyaki Way, Westlands",4,3,95000
902,"Kilimani, Dagoretti North",3,3,95000
903,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,95000
904,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,95000
905,"Kilimani, Dagoretti North",4,3,95000
906,"Riara Massions, Maziwa, Nairobi, Nairobi County, KE, Lavington, Dagoretti North",3,3,95000
907,"Valley Arcade, Dagoretti North",3,3,95000
908,"Kileleshwa, Dagoretti North",3,3,95000
909,"MOMBASA ROAD, Mombasa Road, Mombasa Road",2,2,95000
910,"Lavington, Dagoretti North",3,3,95000
911,"Mararo road, Valley arcade, Lavington, Dagoretti North",4,2,96000
912,"Chelezo Apartments, Kilimani, Dagoretti North",3,3,98000
913,"Kidaruma, Kilimani, Dagoretti North",3,3,98000
914,"Off Raphta Road, Rhapta Road, Westlands",4,4,98000
915,"Kilimani, Dagoretti North",3,3,98000
916,"Kindaruma Rd , Kilimani, Dagoretti North",3,3,98000
917,"King'ara Road, Lavington, Dagoretti North",3,2,100000
918,"Kilimani, Dagoretti North",2,2,100000
919,"Lavington, Dagoretti North",3,1,100000
920,"Kileleshwa, Dagoretti North",3,3,100000
921,"Kileleshwa, Dagoretti North",3,3,100000
922,"Riverside, Westlands",3,3,100000
923,"Rose Avenue, Kilimani, Dagoretti North",3,3,100000
924,"Yaya , Tigoni , Kilimani, Dagoretti North",1,1,100000
925,"Tigoni, Tigoni, Kilimani, Dagoretti North",1,1,100000
926,"Gitanga/Amboseli Road, Lavington, Dagoretti North",5,4,100000
927,"Kilimani, Dagoretti North",2,2,100000
928,"2242, Dennis Pritt, Dagoretti North",3,3,100000
929,"Valley Arcade, Dagoretti North",3,3,100000
930,"Masanduku Lane, Lavington, Dagoretti North",3,3,100000
931,"Fahari Palace Apartments, Church Road, Westlands Area, Westlands",1,1,100000
932,"Raphta Road, Westlands, Nairobi, Rhapta Road, Westlands",4,3,100000
933,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,100000
934,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,100000
935,"Rhapta Road, Westlands",3,3,100000
936,"Parklands, Westlands",4,3,100000
937,"Waiyaki Way, Westlands",3,2,100000
938,"Near Valley Arcade, Lavington, Dagoretti North",3,3,100000
939,"Lavington, Dagoretti North",3,3,100000
940,"Waiyaki Way, Westlands",3,3,100000
941,"Rhapta Road, Westlands",2,2,100000
942,"Westlands Area, Westlands",3,2,100000
943,"Parklands, Westlands",3,2,100000
944,"Rhapta Road, Westlands",3,3,100000
945,"Riara Rd, Lavington, Dagoretti North",3,3,100000
946,"Karen, Langata",2,2,100000
947,"Oledume Road, Lavington, Dagoretti North",3,2,100000
948,"Milimani, Milimani",2,2,100000
949,"Lavington, Dagoretti North",3,3,100000
950,"Masari Road, Parklands, Westlands",3,3,100000
951,"Parklands, Westlands",3,2,100000
952,"Riara Road, Dagoretti North",4,3,100000
953,"Kilimani, Dagoretti North",4,3,100000
954,"Kolobot Gardens, Kolobot Close, Milimani, Milimani",3,2,100000
955,"Dennis Pritt, Kilimani, Dagoretti North",1,1,100000
956,"Lavington, Dagoretti North",3,2,100000
957,"Westlands Area, Westlands",4,3,100000
958,"Westlands Area, Westlands",3,2,100000
959,"Kileleshwa, Dagoretti North",2,1,100000
960,"Westlands Area, Westlands",2,1,100000
961,"Lavington, Dagoretti North",4,4,100000
962,"04, kilimani, Kilimani, Dagoretti North",3,3,100000
963,"riverside, Riverside, Riverside, Westlands",3,2,100000
964,"kilimani, Kilimani, Kilimani, Dagoretti North",3,2,100000
965,"kilimani, Kilimani, Kilimani, Dagoretti North",4,4,100000
966,"lavington, Lavington, Lavington, Dagoretti North",3,3,100000
967,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,100000
968,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,100000
969,"Westlands Area, Westlands",3,1,100000
970,"Runda, Westlands",2,2,100000
971,"Mbaazi road, Mbaazi Road, Lavington, Dagoretti North",3,2,100000
972,"Mandera Road, Kileleshwa, Dagoretti North",2,2,100000
973,"Suswa Road, Parklands, Westlands",3,2,100000
974,"near Kasuku Center, Kileleshwa, Dagoretti North",2,2,100000
975,"Westlands Area, Westlands",3,3,100000
976,"Westlands Area, Westlands",2,2,100000
977,"Waiyaki Way, Westlands",2,2,100000
978,"Denis Pritt Road, Kilimani, Dagoretti North",1,1,100000
979,"Brookside , Westlands Area, Westlands",2,2,100000
980,"Kilimani, Dagoretti North",3,2,100000
981,"Kilimani, Dagoretti North",3,2,100000
982,"Rhapta Road, Rhapta Road, Westlands",3,3,100000
983,"Riverside, Westlands",3,2,100000
